FactShippingPK,dateFK,productFK,customerFK,documentFK,quantity,productPrice,total,deliveryPrice,startDate,endDate,flag
65,20250312,2441,2417,2482,8.0,0,0,0,2026-04-21 19:46:18.658,,y
66,20250312,2441,2418,2483,8.0,0,0,0,2026-04-21 19:46:18.658,,y
67,20250312,2441,2419,2484,15.0,0,0,0,2026-04-21 19:46:18.659,,y
68,20250328,2441,2420,2485,29.0,0,0,0,2026-04-21 19:46:18.659,,y
69,20250328,2441,2421,2486,32.0,0,0,0,2026-04-21 19:46:18.659,,y
70,20250328,2441,2422,2487,36.0,0,0,0,2026-04-21 19:46:18.659,,y
71,20250327,2441,2423,2488,7.0,0,0,0,2026-04-21 19:46:18.659,,y
72,20250324,2441,2424,2489,24.0,0,0,0,2026-04-21 19:46:18.659,,y
73,20250326,2441,2425,2490,13.0,0,0,0,2026-04-21 19:46:18.659,,y
74,20250403,2441,2428,2492,3.0,0,0,0,2026-04-21 19:46:18.659,,y
75,20250403,2431,2428,2492,5.0,0,0,0,2026-04-21 19:46:18.659,,y
76,20250315,2441,2428,2493,38.0,0,0,0,2026-04-21 19:46:18.659,,y
77,20250324,2441,2429,2494,23.0,0,0,0,2026-04-21 19:46:18.660,,y
78,20250314,2441,2646,2495,97.0,0,0,0,2026-04-21 19:46:18.660,,y
79,20250315,2441,2431,2496,13.0,0,0,0,2026-04-21 19:46:18.660,,y
80,20250402,2441,2432,2497,7.0,0,0,0,2026-04-21 19:46:18.660,,y
81,20250402,2441,2433,2504,3.0,0,0,0,2026-04-21 19:46:18.660,,y
82,20250402,2441,2434,2513,4.0,0,0,0,2026-04-21 19:46:18.660,,y
83,20250402,2441,2435,2509,4.0,0,0,0,2026-04-21 19:46:18.660,,y
84,20250402,2441,2436,2509,7.0,0,0,0,2026-04-21 19:46:18.660,,y
85,20250402,2441,2437,2509,32.0,0,0,0,2026-04-21 19:46:18.660,,y
86,20241210,2625,2685,2503,432.0,0,0,0,2026-04-21 19:46:18.661,,y
87,20251118,2443,2696,2504,1500.0,0,0,0,2026-04-21 19:46:18.661,,y
88,20251212,2586,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.661,,y
89,20251212,2587,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.661,,y
90,20251212,2588,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.661,,y
91,20251212,2589,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.661,,y
92,20251212,2590,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.661,,y
93,20251215,2621,244,2512,450.0,0,0,0,2026-04-21 19:46:18.661,,y
94,20251215,2622,244,2512,450.0,0,0,0,2026-04-21 19:46:18.662,,y
95,20251215,2623,244,2512,450.0,0,0,0,2026-04-21 19:46:18.662,,y
96,20251210,2613,2700,2513,10.0,0,0,0,2026-04-21 19:46:18.662,,y
97,20251216,2531,244,2515,20.0,0,0,0,2026-04-21 19:46:18.662,,y
98,20251216,2532,244,2515,20.0,0,0,0,2026-04-21 19:46:18.662,,y
99,20250311,2441,2646,2467,60.0,0,0,0,2026-04-21 19:46:18.662,,y
100,20250317,2441,2646,2468,26.0,0,0,0,2026-04-21 19:46:18.662,,y
101,20250321,2441,2646,2469,50.0,0,0,0,2026-04-21 19:46:18.662,,y
102,20250326,2441,2646,2470,40.0,0,0,0,2026-04-21 19:46:18.663,,y
103,20250403,2441,2646,2472,72.0,0,0,0,2026-04-21 19:46:18.663,,y
104,20250403,2431,2646,2472,3.0,0,0,0,2026-04-21 19:46:18.663,,y
105,20250415,2441,2646,2474,19.0,0,0,0,2026-04-21 19:46:18.663,,y
106,20250415,2431,2646,2474,3.0,0,0,0,2026-04-21 19:46:18.663,,y
107,20250328,2441,2410,2475,47.0,0,0,0,2026-04-21 19:46:18.663,,y
108,20250326,2441,2411,2476,16.0,0,0,0,2026-04-21 19:46:18.663,,y
109,20250328,2441,2412,2477,4.0,0,0,0,2026-04-21 19:46:18.664,,y
110,20250325,2441,2413,2478,39.0,0,0,0,2026-04-21 19:46:18.664,,y
111,20250324,2441,2414,2479,1.0,0,0,0,2026-04-21 19:46:18.664,,y
112,20250324,2441,2415,2480,3.0,0,0,0,2026-04-21 19:46:18.664,,y
113,20250315,2441,2416,2481,13.0,0,0,0,2026-04-21 19:46:18.664,,y
114,20250312,2441,2417,2482,8.0,0,0,0,2026-04-21 19:46:18.664,,y
115,20250312,2441,2418,2483,8.0,0,0,0,2026-04-21 19:46:18.664,,y
116,20250312,2441,2419,2484,15.0,0,0,0,2026-04-21 19:46:18.664,,y
117,20250328,2441,2420,2485,29.0,0,0,0,2026-04-21 19:46:18.664,,y
118,20250328,2441,2421,2486,32.0,0,0,0,2026-04-21 19:46:18.664,,y
119,20250328,2441,2422,2487,36.0,0,0,0,2026-04-21 19:46:18.665,,y
120,20250327,2441,2423,2488,7.0,0,0,0,2026-04-21 19:46:18.665,,y
121,20250324,2441,2424,2489,24.0,0,0,0,2026-04-21 19:46:18.665,,y
122,20250326,2441,2425,2490,13.0,0,0,0,2026-04-21 19:46:18.665,,y
123,20250403,2441,2428,2492,3.0,0,0,0,2026-04-21 19:46:18.665,,y
124,20250403,2431,2428,2492,5.0,0,0,0,2026-04-21 19:46:18.665,,y
125,20250315,2441,2428,2493,38.0,0,0,0,2026-04-21 19:46:18.665,,y
126,20250324,2441,2429,2494,23.0,0,0,0,2026-04-21 19:46:18.665,,y
127,20250314,2441,2646,2495,97.0,0,0,0,2026-04-21 19:46:18.665,,y
128,20250315,2441,2431,2496,13.0,0,0,0,2026-04-21 19:46:18.665,,y
129,20250402,2441,2432,2497,7.0,0,0,0,2026-04-21 19:46:18.666,,y
130,20250402,2441,2433,2504,3.0,0,0,0,2026-04-21 19:46:18.666,,y
131,20250402,2441,2434,2513,4.0,0,0,0,2026-04-21 19:46:18.666,,y
132,20250402,2441,2435,2509,4.0,0,0,0,2026-04-21 19:46:18.666,,y
133,20250402,2441,2436,2509,7.0,0,0,0,2026-04-21 19:46:18.666,,y
134,20250402,2441,2437,2509,32.0,0,0,0,2026-04-21 19:46:18.666,,y
135,20241210,2625,2685,2503,432.0,0,0,0,2026-04-21 19:46:18.666,,y
136,20251118,2443,2696,2504,1500.0,0,0,0,2026-04-21 19:46:18.666,,y
137,20251212,2586,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.666,,y
138,20251212,2587,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.667,,y
139,20251212,2588,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.667,,y
140,20251212,2589,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.667,,y
141,20251212,2590,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.668,,y
142,20251215,2621,244,2512,450.0,0,0,0,2026-04-21 19:46:18.668,,y
143,20251215,2622,244,2512,450.0,0,0,0,2026-04-21 19:46:18.668,,y
144,20251215,2623,244,2512,450.0,0,0,0,2026-04-21 19:46:18.668,,y
145,20251210,2613,2700,2513,10.0,0,0,0,2026-04-21 19:46:18.668,,y
146,20251216,2531,244,2515,20.0,0,0,0,2026-04-21 19:46:18.668,,y
147,20251216,2532,244,2515,20.0,0,0,0,2026-04-21 19:46:18.669,,y
148,20250311,2441,2646,2467,60.0,0,0,0,2026-04-21 19:46:18.669,,y
149,20250317,2441,2646,2468,26.0,0,0,0,2026-04-21 19:46:18.669,,y
150,20250321,2441,2646,2469,50.0,0,0,0,2026-04-21 19:46:18.669,,y
151,20250326,2441,2646,2470,40.0,0,0,0,2026-04-21 19:46:18.669,,y
152,20250403,2441,2646,2472,72.0,0,0,0,2026-04-21 19:46:18.669,,y
153,20250403,2431,2646,2472,3.0,0,0,0,2026-04-21 19:46:18.669,,y
154,20250415,2441,2646,2474,19.0,0,0,0,2026-04-21 19:46:18.669,,y
155,20250415,2431,2646,2474,3.0,0,0,0,2026-04-21 19:46:18.669,,y
156,20250328,2441,2410,2475,47.0,0,0,0,2026-04-21 19:46:18.670,,y
157,20250326,2441,2411,2476,16.0,0,0,0,2026-04-21 19:46:18.672,,y
158,20250328,2441,2412,2477,4.0,0,0,0,2026-04-21 19:46:18.673,,y
159,20250325,2441,2413,2478,39.0,0,0,0,2026-04-21 19:46:18.673,,y
160,20250324,2441,2414,2479,1.0,0,0,0,2026-04-21 19:46:18.673,,y
161,20250324,2441,2415,2480,3.0,0,0,0,2026-04-21 19:46:18.674,,y
162,20250315,2441,2416,2481,13.0,0,0,0,2026-04-21 19:46:18.674,,y
163,20250312,2441,2417,2482,8.0,0,0,0,2026-04-21 19:46:18.674,,y
164,20250312,2441,2418,2483,8.0,0,0,0,2026-04-21 19:46:18.674,,y
165,20250312,2441,2419,2484,15.0,0,0,0,2026-04-21 19:46:18.674,,y
166,20250328,2441,2420,2485,29.0,0,0,0,2026-04-21 19:46:18.674,,y
167,20250328,2441,2421,2486,32.0,0,0,0,2026-04-21 19:46:18.674,,y
168,20250328,2441,2422,2487,36.0,0,0,0,2026-04-21 19:46:18.674,,y
169,20250327,2441,2423,2488,7.0,0,0,0,2026-04-21 19:46:18.674,,y
170,20250324,2441,2424,2489,24.0,0,0,0,2026-04-21 19:46:18.675,,y
171,20250326,2441,2425,2490,13.0,0,0,0,2026-04-21 19:46:18.675,,y
172,20250403,2441,2428,2492,3.0,0,0,0,2026-04-21 19:46:18.675,,y
173,20250403,2431,2428,2492,5.0,0,0,0,2026-04-21 19:46:18.675,,y
174,20250403,2441,2646,2472,72.0,0,0,0,2026-04-21 19:46:18.675,,y
175,20250315,2441,2428,2493,38.0,0,0,0,2026-04-21 19:46:18.675,,y
176,20250324,2441,2429,2494,23.0,0,0,0,2026-04-21 19:46:18.675,,y
177,20250314,2441,2646,2495,97.0,0,0,0,2026-04-21 19:46:18.675,,y
178,20250315,2441,2431,2496,13.0,0,0,0,2026-04-21 19:46:18.675,,y
179,20250402,2441,2432,2497,7.0,0,0,0,2026-04-21 19:46:18.675,,y
180,20250402,2441,2433,2504,3.0,0,0,0,2026-04-21 19:46:18.676,,y
181,20250402,2441,2434,2513,4.0,0,0,0,2026-04-21 19:46:18.676,,y
182,20250402,2441,2435,2509,4.0,0,0,0,2026-04-21 19:46:18.676,,y
183,20250402,2441,2436,2509,7.0,0,0,0,2026-04-21 19:46:18.676,,y
184,20250402,2441,2437,2509,32.0,0,0,0,2026-04-21 19:46:18.676,,y
185,20241210,2625,2685,2503,432.0,0,0,0,2026-04-21 19:46:18.676,,y
186,20251118,2443,2696,2504,1500.0,0,0,0,2026-04-21 19:46:18.676,,y
187,20251212,2586,2698,2509,5.0,0,0,0,2026-04-21 19:46:18.676,,y
